Document ID	activity	bodypart	dayId	dayName	lastUpdated	planId	thumbnailId	thumbnailUrl	type	videoId	videoUrl
10011090_18687781_2023_ozp032.mp4	"Saltos - Caja"	"Cuádriceps, Glúteos, Corvas, Zona lumbar"	"18687781"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082258"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%201/images/3167082258.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A37Z&se=2035-03-26T22%3A14%3A37Z&spr=https&sig=Zon4G0tfJD7SddithIlFFiut5xJgoxj2mhfDleHhPw8="	"strength"	"2023_ozp032.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 1/2023_ozp032.mp4"
10011090_18687781_2023_xa029.mp4	"Repeticiones de plancha"	"Abdominales - Abdominales rectos "	"18687781"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082261"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%201/images/3167082261.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A36Z&se=2035-03-26T22%3A14%3A36Z&spr=https&sig=7TGx//QX85235oBiJIyP1oJUdseHaIaC3tU5sljadVQ="	"strength"	"2023_xa029.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 1/2023_xa029.mp4"
10011090_18687781_2023_xl001.mp4	"Sentadillas autocarga"	"Cuádriceps, Glúteos, Corvas, Zona lumbar"	"18687781"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082254"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%201/images/3167082254.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A38Z&se=2035-03-26T22%3A14%3A38Z&spr=https&sig=1tvkpUl6ukmO6/U3xYrwI7IaxmTAkUoYp4hhOLI/qCM="	"strength"	"2023_xl001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 1/2023_xl001.mp4"
10011090_18687782_2023_cm005.mp4	"Cinta de correr 8 km/h ~ 5 mph"	"Sistema cardiovascular, Piernas"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082265"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082265.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A43Z&se=2035-03-26T22%3A14%3A43Z&spr=https&sig=6C/qhndzuyvZDbo0KAgziiMUzQa8NGxFceY+t5+qSuI="	"cardio"	"2023_cm005.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_cm005.mp4"
10011090_18687782_2023_ds001.mp4	"Elevaciones laterales de pie - mancuernas"	"Hombros "	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082271"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082271.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A40Z&se=2035-03-26T22%3A14%3A40Z&spr=https&sig=ndI0+zv2/aGklDNNomnB/Cv0lYEtKzEvCosVuU+MESU="	"strength"	"2023_ds001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_ds001.mp4"
10011090_18687782_2023_gb002.mp4	"Jalon al pecho"	"Dorsales, Bíceps, Espalda"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082274"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082274.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A39Z&se=2035-03-26T22%3A14%3A39Z&spr=https&sig=J/TzvqSoE5Cjq+b4VPgqNNl83+cPv0zyu9pi/a9MhNY="	"strength"	"2023_gb002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_gb002.mp4"
10011090_18687782_2023_id2638.mp4	"Jumping jack - Bosu"	"Sistema cardiovascular, Hombros parte central, Gemelos, Glúteos, Cuádriceps, Abductor"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082267"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082267.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A43Z&se=2035-03-26T22%3A14%3A43Z&spr=https&sig=84826ScJNqonBwic9LRLN3+kdd9jh1mTTRSFg1dZH3A="	"strength"	"2023_id2638.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_id2638.mp4"
10011090_18687782_2023_impact147.mp4	"Elevaciones laterales en rotación externa - Mancuernas"	"Hombros, Antebrazos"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082268"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082268.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A40Z&se=2035-03-26T22%3A14%3A40Z&spr=https&sig=wM7MpxlOWnWjWnK2UxgrKy2hA8qB3BMHOQ0SsWD6jTk="	"strength"	"2023_impact147.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_impact147.mp4"
10011090_18687782_2023_ke012.mp4	"Balanceo - Kettlebell"	"Hombros, Cuádriceps, Glúteos, Zona lumbar, Todos los abdominales"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082269"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082269.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A40Z&se=2035-03-26T22%3A14%3A40Z&spr=https&sig=D7BvNDeTNI7LJJBMlbQQYtEYf8hTU9eKIkt9h6u5sOE="	"strength"	"2023_ke012.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_ke012.mp4"
10011090_18687782_2023_oa100.mp4	"Press de hombros sentado - Mancuernas"	"Hombros "	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082270"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082270.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A40Z&se=2035-03-26T22%3A14%3A40Z&spr=https&sig=+QpPhHJPLv2+eCeUo0Q0mLa2iudluLJ3MdEsd2FgiPo="	"strength"	"2023_oa100.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_oa100.mp4"
10011090_18687782_2023_sid0001.mp4	"Remo T-Bar - Barra"	"Zona cervical, Hombros parte trasera, Bíceps, Dorsales"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082272"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082272.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A40Z&se=2035-03-26T22%3A14%3A40Z&spr=https&sig=AM+9uWtLoXhmbD4WqDhPMT/XZTKCZWrNKcj/gOaWvAA="	"strength"	"2023_sid0001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_sid0001.mp4"
10011090_18687782_2023_sid0002.mp4	"Remo en polea baja- Polea"	"Zona cervical, Bíceps, Hombros parte trasera, Dorsales"	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082273"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082273.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A39Z&se=2035-03-26T22%3A14%3A39Z&spr=https&sig=hcSf4VniEZp0Jvyuf+OQK1Vmb5L66NHzGFYEOKUUSpU="	"strength"	"2023_sid0002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_sid0002.mp4"
10011090_18687782_2023_sid0012.mp4	"Extensión de piernas sentado"	"Cuádriceps "	"18687782"	"día 2"	27 mars 2025 à 13:47:45 UTC+1	"10011090"	"3167082266"	"https://sagafit.blob.core.windows.net/sagathumbnails/10011090/d%C3%ADa%202/images/3167082266.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A43Z&se=2035-03-26T22%3A14%3A43Z&spr=https&sig=ur17I4aOQmxTriH4wwCNfMO2BJOT4CFrgwHoSVdtRiQ="	"strength"	"2023_sid0012.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10011090/día 2/2023_sid0012.mp4"
10031897_18739877_2023_cm001.mp4	"Máquina de remos, Intensidad baja"	"Sistema cardiovascular, Cuerpo completo"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842282"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842282.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=k5jVAcnxXHcrsSmEbR3AYiKTs4jqvPGhhh4I9ssSJdA="	"cardio"	"2023_cm001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_cm001.mp4"
10031897_18739877_2023_cm002.mp4	"Entrenador elíptico"	"Sistema cardiovascular, Cuerpo completo"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842285"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842285.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A06Z&se=2035-03-26T22%3A17%3A06Z&spr=https&sig=dc+45HZgp8LsYvzHQSYJYx7MO0wc72m3lX72CbYXB8M="	"cardio"	"2023_cm002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_cm002.mp4"
10031897_18739877_2023_cm005.mp4	"Cinta de correr"	"Sistema cardiovascular, Piernas"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842288"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842288.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A06Z&se=2035-03-26T22%3A17%3A06Z&spr=https&sig=7IlbN1EeJQ4ndD2j7XLmjrkPf3x4ySjxEhusrrxYbFc="	"cardio"	"2023_cm005.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_cm005.mp4"
10031897_18739877_2023_gl001.mp4	"Prensa de piernas sentado"	"Cuádriceps, Glúteos, Piernas"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842283"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842283.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=JmKPC6YFXSlpZIS0aObcA1/AAgZEzmZcKTinugb8iL4="	"strength"	"2023_gl001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_gl001.mp4"
10031897_18739877_2023_oa052.mp4	"Bicicleta estática"	"Sistema cardiovascular, Piernas"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842281"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842281.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=Ic2I8YlgEFTB50vrDXoMegOMaol7BdS8/bPprOlShAE="	"cardio"	"2023_oa052.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_oa052.mp4"
10031897_18739877_2023_xa002.mp4	"Crunch reverso en banco"	"Abdominales - Abdominales rectos "	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842287"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842287.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A06Z&se=2035-03-26T22%3A17%3A06Z&spr=https&sig=zVxvrGq3a7MAF3iLfbiBZxWe21X1IFYuVwrI8we2JgI="	"strength"	"2023_xa002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_xa002.mp4"
10031897_18739877_2023_xa032.mp4	"Bicicleta (sentado)"	"Abdominales - Abdominales rectos "	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842286"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842286.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A06Z&se=2035-03-26T22%3A17%3A06Z&spr=https&sig=xL2HpAXN2l3E4S3n56MDOFCT0ZXLRG/ASQOT7w8vKQM="	"strength"	"2023_xa032.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_xa032.mp4"
10031897_18739877_2023_xc004.mp4	"Planchas apoyado en las rodillas"	"Pecho, Tríceps"	"18739877"	"día 1"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842284"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%201/images/3177842284.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=YzNuAaY9ZdlgFRorgyjDsAUog834TAZ7OZ96eQaiCa8="	"strength"	"2023_xc004.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 1/2023_xc004.mp4"
10031897_18739878_2023_cm001.mp4	"Máquina de remos, Intensidad baja"	"Sistema cardiovascular, Cuerpo completo"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842290"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842290.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A08Z&se=2035-03-26T22%3A17%3A08Z&spr=https&sig=R3BMBQy5DVp0aivxc7EekD1V1DfrZ5JcLKSGBsyfT7M="	"cardio"	"2023_cm001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_cm001.mp4"
10031897_18739878_2023_cm002.mp4	"Entrenador elíptico"	"Sistema cardiovascular, Cuerpo completo"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842294"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842294.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A08Z&se=2035-03-26T22%3A17%3A08Z&spr=https&sig=bEoWqdyBpAyP42x5822YlWHvIrvV43DtMMPWBDXHzp4="	"cardio"	"2023_cm002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_cm002.mp4"
10031897_18739878_2023_cm005.mp4	"Cinta de correr"	"Sistema cardiovascular, Piernas"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842297"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842297.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=W/UqSpyLaX0aZXypZbppgAdzbskrzZ4aRY8+aQCBMi4="	"cardio"	"2023_cm005.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_cm005.mp4"
10031897_18739878_2023_gl001.mp4	"Prensa de piernas sentado"	"Cuádriceps, Glúteos, Piernas"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842291"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842291.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A08Z&se=2035-03-26T22%3A17%3A08Z&spr=https&sig=Ry68sNV1PNlK0eWGjWTAejx/Q1SA0vt4SSsSs2HzrY8="	"strength"	"2023_gl001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_gl001.mp4"
10031897_18739878_2023_oa052.mp4	"Bicicleta estática"	"Sistema cardiovascular, Piernas"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842289"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842289.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A09Z&se=2035-03-26T22%3A17%3A09Z&spr=https&sig=kPCNFSzyUZbk8k7aAv5++ty5lIiUhaXr9LQix9nfSrs="	"cardio"	"2023_oa052.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_oa052.mp4"
10031897_18739878_2023_xa002.mp4	"Crunch reverso en banco"	"Abdominales - Abdominales rectos "	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842296"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842296.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A07Z&se=2035-03-26T22%3A17%3A07Z&spr=https&sig=dEavzjU04F+Sy4CIzs2i1ptC+JbVF51xvX6QeHOacAA="	"strength"	"2023_xa002.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_xa002.mp4"
10031897_18739878_2023_xa032.mp4	"Bicicleta (sentado)"	"Abdominales - Abdominales rectos "	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842295"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842295.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A08Z&se=2035-03-26T22%3A17%3A08Z&spr=https&sig=dkrHtTC8wLbiT7vz+/fMrpxKvOqTrtR7Z8qo72lrOfM="	"strength"	"2023_xa032.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_xa032.mp4"
10031897_18739878_2023_xc004.mp4	"Planchas apoyado en las rodillas"	"Pecho, Tríceps"	"18739878"	"día 2"	27 mars 2025 à 13:47:49 UTC+1	"10031897"	"3177842293"	"https://sagafit.blob.core.windows.net/sagathumbnails/10031897/d%C3%ADa%202/images/3177842293.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A17%3A08Z&se=2035-03-26T22%3A17%3A08Z&spr=https&sig=wE/GfHVdVM809bGqSAcRZPuRd9Owfx+BzXmeYS0fYoM="	"strength"	"2023_xc004.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10031897/día 2/2023_xc004.mp4"
10080627_18875970_2023_bc001.mp4	"Press de banca - Barra"	"Pecho, Tríceps, Hombros parte delantera"	"18875970"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10080627"	"3203177600"	"https://sagafit.blob.core.windows.net/sagathumbnails/10080627/d%C3%ADa%201/images/3203177600.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A13Z&se=2035-03-26T22%3A14%3A13Z&spr=https&sig=SUL/NcWMDM9vRxwXXdXaCHBKPg2tCEIPf+e9OnEP6YE="	"strength"	"2023_bc001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10080627/día 1/2023_bc001.mp4"
10080627_18875970_2023_cm001.mp4	"Máquina de remos, Intensidad baja"	"Sistema cardiovascular, Cuerpo completo"	"18875970"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10080627"	"3203177599"	"https://sagafit.blob.core.windows.net/sagathumbnails/10080627/d%C3%ADa%201/images/3203177599.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A13Z&se=2035-03-26T22%3A14%3A13Z&spr=https&sig=IgJHxSj2970eyPH5iy3wyY9dO4w8hh0kGRrK7zAAhlM="	"cardio"	"2023_cm001.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10080627/día 1/2023_cm001.mp4"
10080627_18875970_2023_cm005.mp4	"Cinta de correr 8 km/h ~ 5 mph"	"Sistema cardiovascular, Piernas"	"18875970"	"día 1"	27 mars 2025 à 13:47:45 UTC+1	"10080627"	"3203177611"	"https://sagafit.blob.core.windows.net/sagathumbnails/10080627/d%C3%ADa%201/images/3203177611.png?sv=2020-08-04&sr=b&sp=r&st=2025-03-26T23%3A14%3A15Z&se=2035-03-26T22%3A14%3A15Z&spr=https&sig=QrlZaZrF+BChLnKnbzZUWKgkhCYPicXTwjLir6N9gIE="	"cardio"	"2023_cm005.mp4"	"https://sagafit.blob.core.windows.net/sagafitvideos/10080627/día 1/2023_cm005.mp4"
